open_time_ms,open,high,low,close,volume,close_time_ms,quote_volume,trades,taker_base_vol,taker_quote_vol
1776394443000,87.72000000,87.72000000,87.72000000,87.72000000,0.00000000,1776394443999,0.00000000,0,0.00000000,0.00000000
1776394444000,87.72000000,87.72000000,87.72000000,87.72000000,0.00000000,1776394444999,0.00000000,0,0.00000000,0.00000000
1776394445000,87.72000000,87.72000000,87.72000000,87.72000000,0.11900000,1776394445999,10.43868000,2,0.11900000,10.43868000
1776394446000,87.72000000,87.72000000,87.72000000,87.72000000,0.00000000,1776394446999,0.00000000,0,0.00000000,0.00000000
1776394447000,87.72000000,87.72000000,87.72000000,87.72000000,0.00000000,1776394447999,0.00000000,0,0.00000000,0.00000000
1776394448000,87.72000000,87.72000000,87.72000000,87.72000000,0.00000000,1776394448999,0.00000000,0,0.00000000,0.00000000
1776394449000,87.72000000,87.72000000,87.72000000,87.72000000,0.00000000,1776394449999,0.00000000,0,0.00000000,0.00000000
1776394450000,87.72000000,87.72000000,87.72000000,87.72000000,0.00000000,1776394450999,0.00000000,0,0.00000000,0.00000000
1776394451000,87.72000000,87.72000000,87.72000000,87.72000000,0.00000000,1776394451999,0.00000000,0,0.00000000,0.00000000
1776394452000,87.72000000,87.72000000,87.72000000,87.72000000,0.00000000,1776394452999,0.00000000,0,0.00000000,0.00000000
1776394453000,87.72000000,87.72000000,87.72000000,87.72000000,0.00000000,1776394453999,0.00000000,0,0.00000000,0.00000000
1776394454000,87.73000000,87.74000000,87.73000000,87.74000000,0.30400000,1776394454999,26.67174000,5,0.30400000,26.67174000
1776394455000,87.75000000,87.75000000,87.75000000,87.75000000,0.28300000,1776394455999,24.83325000,3,0.28300000,24.83325000
1776394456000,87.76000000,87.81000000,87.76000000,87.81000000,845.45200000,1776394456999,74220.93437000,39,845.45200000,74220.93437000
1776394457000,87.81000000,87.81000000,87.81000000,87.81000000,15.00000000,1776394457999,1317.15000000,1,15.00000000,1317.15000000
1776394458000,87.81000000,87.81000000,87.81000000,87.81000000,0.20000000,1776394458999,17.56200000,3,0.20000000,17.56200000
1776394459000,87.80000000,87.80000000,87.80000000,87.80000000,0.20000000,1776394459999,17.56000000,1,0.00000000,0.00000000
1776394460000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394460999,0.00000000,0,0.00000000,0.00000000
1776394461000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394461999,0.00000000,0,0.00000000,0.00000000
1776394462000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394462999,0.00000000,0,0.00000000,0.00000000
1776394463000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394463999,0.00000000,0,0.00000000,0.00000000
1776394464000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394464999,0.00000000,0,0.00000000,0.00000000
1776394465000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394465999,0.00000000,0,0.00000000,0.00000000
1776394466000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394466999,0.00000000,0,0.00000000,0.00000000
1776394467000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394467999,0.00000000,0,0.00000000,0.00000000
1776394468000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394468999,0.00000000,0,0.00000000,0.00000000
1776394469000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394469999,0.00000000,0,0.00000000,0.00000000
1776394470000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394470999,0.00000000,0,0.00000000,0.00000000
1776394471000,87.80000000,87.80000000,87.79000000,87.79000000,33.11400000,1776394471999,2907.38577000,6,0.00000000,0.00000000
1776394472000,87.79000000,87.79000000,87.79000000,87.79000000,0.00000000,1776394472999,0.00000000,0,0.00000000,0.00000000
1776394473000,87.79000000,87.79000000,87.79000000,87.79000000,0.00000000,1776394473999,0.00000000,0,0.00000000,0.00000000
1776394474000,87.79000000,87.79000000,87.79000000,87.79000000,0.00000000,1776394474999,0.00000000,0,0.00000000,0.00000000
1776394475000,87.79000000,87.79000000,87.79000000,87.79000000,0.00000000,1776394475999,0.00000000,0,0.00000000,0.00000000
1776394476000,87.79000000,87.79000000,87.79000000,87.79000000,0.00000000,1776394476999,0.00000000,0,0.00000000,0.00000000
1776394477000,87.79000000,87.79000000,87.79000000,87.79000000,0.00000000,1776394477999,0.00000000,0,0.00000000,0.00000000
1776394478000,87.79000000,87.79000000,87.79000000,87.79000000,0.00000000,1776394478999,0.00000000,0,0.00000000,0.00000000
1776394479000,87.79000000,87.79000000,87.79000000,87.79000000,0.00000000,1776394479999,0.00000000,0,0.00000000,0.00000000
1776394480000,87.79000000,87.79000000,87.79000000,87.79000000,0.00000000,1776394480999,0.00000000,0,0.00000000,0.00000000
1776394481000,87.80000000,87.80000000,87.80000000,87.80000000,0.56900000,1776394481999,49.95820000,1,0.56900000,49.95820000
1776394482000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394482999,0.00000000,0,0.00000000,0.00000000
1776394483000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394483999,0.00000000,0,0.00000000,0.00000000
1776394484000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394484999,0.00000000,0,0.00000000,0.00000000
1776394485000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394485999,0.00000000,0,0.00000000,0.00000000
1776394486000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394486999,0.00000000,0,0.00000000,0.00000000
1776394487000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394487999,0.00000000,0,0.00000000,0.00000000
1776394488000,87.80000000,87.80000000,87.80000000,87.80000000,0.00000000,1776394488999,0.00000000,0,0.00000000,0.00000000
